symptom_text,risk_tier
baby has mild fever and cry,HOME_CARE
my child has small injury,HOME_CARE
pregnant wife has light back ache,HOME_CARE
mild cold baby,HOME_CARE
pregnant sister has light vomiting,HOME_CARE
son light rashes,HOME_CARE
baby mild fever with loose,HOME_CARE
child crying little,HOME_CARE
pregnant wife light vomiting,HOME_CARE
my baby feeding less,HOME_CARE
pregnant wife light swelling,HOME_CARE
daughter mild loose motion,HOME_CARE
baby mild fever 2 days,HOME_CARE
my pregnant wife light stomach pain,HOME_CARE
son crying more,HOME_CARE
child has light rashes and cold,HOME_CARE
baby mild cough,HOME_CARE
my pregnant wife light back pain,HOME_CARE
son light loose motion,HOME_CARE
baby crying with mild fever,HOME_CARE
wife feels light dizziness,HOME_CARE
my daughter light vomiting,HOME_CARE
baby less active,HOME_CARE
pregnant wife mild symptoms,HOME_CARE
son light fever,HOME_CARE
my child crying nonstop but mild,HOME_CARE
baby mild cold we gave syrup,HOME_CARE
pregnant wife light leg swelling,HOME_CARE
daughter light rashes,HOME_CARE
my baby light loose motion,HOME_CARE
pregnant wife light pain,HOME_CARE
baby not feeding full,HOME_CARE
my pregnant wife mild discomfort,HOME_CARE
child light diarrhea,HOME_CARE
pregnant wife light back pain,HOME_CARE
my son light vomiting,HOME_CARE
baby crying and not sleeping well,HOME_CARE
pregnant sister light swelling,HOME_CARE
my baby mild fever and crying,HOME_CARE
pregnant wife light headache,HOME_CARE
my wife light vomiting in pregnancy,HOME_CARE
child mild fever,HOME_CARE
pregnant wife light stomach pain,HOME_CARE
my daughter crying little more,HOME_CARE
pregnant wife light dizziness,HOME_CARE
daughter light vomiting,HOME_CARE
my pregnant wife light swelling,HOME_CARE
child light loose motion,HOME_CARE
baby mild fever 3 days,HOME_CARE
baby not sleeping much,HOME_CARE
pregnant sister light discomfort,HOME_CARE
my baby light rashes,HOME_CARE
wife light headache,HOME_CARE
son light diarrhea,HOME_CARE
baby continuous mild crying,HOME_CARE
child light swelling,HOME_CARE
my baby mild fever,HOME_CARE
pregnant wife light stomach issue,HOME_CARE
baby light loose motion,HOME_CARE
my pregnant wife light pain,HOME_CARE
my child small light cut,HOME_CARE
son light crying,HOME_CARE
my baby mild fever and weakness,HOME_CARE
daughter light diarrhea,HOME_CARE
baby crying a lot mild,HOME_CARE
my pregnant sister light headache,HOME_CARE
wife pregnancy mild fever,HOME_CARE
my child light loose motion,HOME_CARE
baby not active mild,HOME_CARE
pregnant wife light discomfort,HOME_CARE
my baby crying with mild fever,HOME_CARE
pregnant wife light spotting no,HOME_CARE
baby mild diarrhea one day,HOME_CARE
baby mild fever not down,HOME_CARE
baby crying not feeding,HOME_CARE
son mild fever yesterday,HOME_CARE
my daughter rashes light itch,HOME_CARE
baby small light cut on leg,HOME_CARE
pregnant sister light vomiting,HOME_CARE
child crying light weak,HOME_CARE
my baby mild fever one day,HOME_CARE
wife pregnancy light back pain,HOME_CARE
son light loose,HOME_CARE
baby feeding not full,HOME_CARE
my grandfather has mild joint pain in his knees we can manage at home,HOME_CARE
my grandma feels slight body weakness after waking up,HOME_CARE
my father has light headache since morning no fever,HOME_CARE
my mother complains of mild back pain from age,HOME_CARE
grandpa has slight sugar increase but under control,HOME_CARE
my grandma has mild cold and cough we gave her warm water,HOME_CARE
father feeling tired after farm work no serious issue,HOME_CARE
my grandfather has joint pains but can walk slowly,HOME_CARE
grandma has light BP fluctuation takes her medicine,HOME_CARE
my mother has mild body ache nothing serious,HOME_CARE
slight weakness in legs for grandpa,HOME_CARE
my father no fever just mild shoulder pain,HOME_CARE
grandma sugar levels are stable today,HOME_CARE
my grandfather feels age related tiredness,HOME_CARE
mother has mild knee pain after sitting long,HOME_CARE
my grandma has light cold we can do home care,HOME_CARE
father has slight dizziness when standing up quickly,HOME_CARE
grandpa joint pain is manageable with rest,HOME_CARE
my mother complains of mild headache,HOME_CARE
grandfather has no chest pain just general weakness,HOME_CARE
my grandma feels body ache from old age,HOME_CARE
father sugar is bit high but he took medicine,HOME_CARE
mild back pain for my grandfather,HOME_CARE
grandma has light cough and running nose,HOME_CARE
my mother has joint stiffness in morning,HOME_CARE
grandpa BP is under control with tablets,HOME_CARE
slight tiredness in my father,HOME_CARE
my grandma no fever only mild weakness,HOME_CARE
grandfather has mild knee swelling from walking,HOME_CARE
mother feels light body pain after housework,HOME_CARE
my father has age related shoulder ache,HOME_CARE
grandma sugar levels normal today,HOME_CARE
mild cold for grandfather we can handle,HOME_CARE
my mother has slight neck pain,HOME_CARE
father feeling weak but ate well,HOME_CARE
grandpa has light headache after sun exposure,HOME_CARE
my grandma joint pains are usual for her age,HOME_CARE
mother no serious issue just mild fatigue,HOME_CARE
grandfather mild BP rise but medicine taken,HOME_CARE
my father has body ache after work,HOME_CARE
grandma feels slight dizziness,HOME_CARE
slight knee pain in grandfather,HOME_CARE
my mother has mild cough,HOME_CARE
father sugar is controlled,HOME_CARE
grandpa has age weakness but active,HOME_CARE
my grandma light back pain from sitting,HOME_CARE
mother has mild joint pain we gave oil massage,HOME_CARE
grandfather no fever just tiredness,HOME_CARE
grandma BP is stable,HOME_CARE
slight body weakness for my mother,HOME_CARE
grandpa has mild sugar fluctuation,HOME_CARE
my grandmother feels cold symptoms lightly,HOME_CARE
father has joint ache but can move,HOME_CARE
grandfather light dizziness when getting up,HOME_CARE
my mother has mild back ache,HOME_CARE
grandma no major problem only age tiredness,HOME_CARE
father mild cough and throat irritation,HOME_CARE
my grandfather sugar levels ok,HOME_CARE
grandmother has light knee pain,HOME_CARE
slight fatigue after walking for grandpa,HOME_CARE
my mother BP under control,HOME_CARE
father has mild body pain,HOME_CARE
grandma feels slight weakness in morning,HOME_CARE
my grandfather has usual joint stiffness,HOME_CARE
mother light cold we can manage at home,HOME_CARE
grandpa has mild headache,HOME_CARE
my father no fever only body ache,HOME_CARE
grandmother sugar is bit high but manageable,HOME_CARE
slight shoulder pain for grandpa,HOME_CARE
my mother feels tired from daily work,HOME_CARE
father has mild knee pain from age,HOME_CARE
grandma light BP change,HOME_CARE
my grandfather mild cough,HOME_CARE
mother has age related weakness,HOME_CARE
grandpa sugar controlled with diet,HOME_CARE
my grandma has mild back pain,HOME_CARE
father light dizziness,HOME_CARE
grandmother joint pain usual,HOME_CARE
slight tiredness in my grandfather,HOME_CARE
my mother has mild cold symptoms,HOME_CARE
grandpa BP medicine taken regularly,HOME_CARE
father has light body ache,HOME_CARE
my grandma no serious complaints just weakness,HOME_CARE
grandfather mild knee ache,HOME_CARE
mother sugar levels stable,HOME_CARE
my father has slight neck stiffness,HOME_CARE
grandma feels mild fatigue,HOME_CARE
grandpa has light cold,HOME_CARE
my mother joint pains mild,HOME_CARE
father age related tiredness,HOME_CARE
grandmother mild headache from sun,HOME_CARE
my grandfather has mild BP issue controlled,HOME_CARE
slight cough for grandma,HOME_CARE
mother body ache after chores,HOME_CARE
grandpa mild sugar rise,HOME_CARE
my father light weakness,HOME_CARE
grandmother knee pain manageable,HOME_CARE
mild dizziness for grandfather,HOME_CARE
my mother has no fever just tiredness,HOME_CARE
father mild back pain,HOME_CARE
grandma sugar under control,HOME_CARE
my grandfather feels joint stiffness,HOME_CARE
mother light cold and cough,HOME_CARE
grandpa has mild body weakness,HOME_CARE
my grandma BP stable,HOME_CARE
father slight headache,HOME_CARE
grandmother age related fatigue,HOME_CARE
my grandfather mild knee swelling,HOME_CARE
mother has light shoulder ache,HOME_CARE
grandpa no major issue only tiredness,HOME_CARE
my father sugar controlled,HOME_CARE
grandma mild joint pain,HOME_CARE
slight back ache for mother,HOME_CARE
my grandfather light cough,HOME_CARE
father mild dizziness on standing,HOME_CARE
grandmother BP under control,HOME_CARE
my mother feels age weakness,HOME_CARE
father light body pain after work,HOME_CARE
my grandma sugar levels ok,HOME_CARE
grandfather mild fatigue,HOME_CARE
mother has joint stiffness,HOME_CARE
my father no fever mild ache,HOME_CARE
grandma light cold symptoms,HOME_CARE
grandpa BP medicine taken,HOME_CARE
my mother mild knee pain,HOME_CARE
father slight tiredness,HOME_CARE
grandmother has mild back pain,HOME_CARE
my grandfather sugar stable,HOME_CARE
mother light dizziness,HOME_CARE
grandpa mild joint ache,HOME_CARE
my grandma feels body weakness,HOME_CARE
father mild cough,HOME_CARE
grandmother age related mild pain,HOME_CARE
my grandfather light BP rise controlled,HOME_CARE
mother has slight fatigue,HOME_CARE
grandpa mild sugar issue,HOME_CARE
my father joint pain mild,HOME_CARE
